"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1993","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","66.1","","","","1"
"1994","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","66.4","","","","1"
"1995","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","65.8","","","","1"
"1996","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","65.3","","","","1"
"1997","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.0","","","","1"
"1998","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.0","","","","1"
"1999","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.4","","","","1"
"2000","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.7","","","","1"
"2001","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.8","","","","1"
"2002","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.6","","","","1"
"2003","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.3","","","","1"
"2004","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.2","","","","1"
"2005","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.9","","","","1"
"2006","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.0","","","","1"
"2007","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.2","","","","1"
"2008","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","69.4","","","","1"
"2009","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","69.1","","","","1"
"2010","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.8","","","","1"
"2011","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.8","","","","1"
"2012","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.9","","","","1"
"2013","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","68.4","","","","1"
"2014","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.7","","","","1"
"2015","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.0","","","","1"
"2016","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","67.0","","","","1"
"2017","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","65.8","","","","1"
"2018","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","65.2","","","","1"
"2019","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","65.4","","","","1"
"2020","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","64.6","","","","1"
"2021","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","64.8","","","","1"
"2022","New Brunswick","2016A000213","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063545060","5.9.2.1","63.8","","","","1"
"1990","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","52.0","","","","1"
"1991","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","51.0","","","","1"
"1992","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","51.9","","","","1"
"1993","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","52.1","","","","1"
"1994","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","50.7","","","","1"
"1995","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","52.7","","","","1"
"1996","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","52.3","","","","1"
"1997","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","53.1","","","","1"
"1998","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","54.5","","","","1"
"1999","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","54.6","","","","1"
"2000","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","55.7","","","","1"
"2001","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","56.3","","","","1"
"2002","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.2","","","","1"
"2003","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.2","","","","1"
"2004","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.6","","","","1"
"2005","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.9","","","","1"
"2006","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.2","","","","1"
"2007","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.7","","","","1"
"2008","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","60.7","","","","1"
"2009","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","60.6","","","","1"
"2010","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.9","","","","1"
"2011","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.6","","","","1"
"2012","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.4","","","","1"
"2013","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.6","","","","1"
"2014","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.5","","","","1"
"2015","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","59.0","","","","1"
"2016","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.9","","","","1"
"2017","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.4","","","","1"
"2018","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.5","","","","1"
"2019","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.0","","","","1"
"2020","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","57.1","","","","1"
"2021","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","58.4","","","","1"
"2022","New Brunswick","2016A000213","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063545082","5.9.3.1","57.5","","","","1"
"1990","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","52.8","","","","1"
"1991","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","51.3","","","","1"
"1992","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","51.2","","","","1"
"1993","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","51.5","","","","1"
"1994","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","51.1","","","","1"
"1995","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","52.4","","","","1"
"1996","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","51.8","","","","1"
"1997","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","52.3","","","","1"
"1998","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","53.2","","","","1"
"1999","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","54.7","","","","1"
"2000","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","55.4","","","","1"
"2001","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","55.0","","","","1"
"2002","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.9","","","","1"
"2003","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.6","","","","1"
"2004","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","57.5","","","","1"
"2005","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","57.1","","","","1"
"2006","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","57.6","","","","1"
"2007","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","58.9","","","","1"
"2008","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","59.3","","","","1"
"2009","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","58.9","","","","1"
"2010","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","58.2","","","","1"
"2011","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","57.5","","","","1"
"2012","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.9","","","","1"
"2013","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","57.2","","","","1"
"2014","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","57.1","","","","1"
"2015","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.6","","","","1"
"2016","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.8","","","","1"
"2017","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.9","","","","1"
"2018","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.7","","","","1"
"2019","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.6","","","","1"
"2020","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","54.5","","","","1"
"2021","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","55.9","","","","1"
"2022","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545104","5.10.1.1","56.2","","","","1"
"1990","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.0","","","","1"
"1991","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.1","","","","1"
"1992","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","57.2","","","","1"
"1993","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","57.4","","","","1"
"1994","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","57.5","","","","1"
"1995","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","57.8","","","","1"
"1996","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","57.1","","","","1"
"1997","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","57.9","","","","1"
"1998","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.2","","","","1"
"1999","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.1","","","","1"
"2000","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.3","","","","1"
"2001","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.2","","","","1"
"2002","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.4","","","","1"
"2003","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.9","","","","1"
"2004","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.5","","","","1"
"2005","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.2","","","","1"
"2006","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.8","","","","1"
"2007","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","62.0","","","","1"
"2008","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","62.2","","","","1"
"2009","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","62.0","","","","1"
"2010","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","61.1","","","","1"
"2011","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","60.1","","","","1"
"2012","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.6","","","","1"
"2013","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.8","","","","1"
"2014","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.6","","","","1"
"2015","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.5","","","","1"
"2016","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.7","","","","1"
"2017","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.1","","","","1"
"2018","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.9","","","","1"
"2019","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","59.1","","","","1"
"2020","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","56.8","","","","1"
"2021","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.0","","","","1"
"2022","New Brunswick","2016A000213","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063545126","5.10.2.1","58.5","","","","1"
"1990","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","45.9","","","","1"
"1991","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","44.8","","","","1"
"1992","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","45.5","","","","1"
"1993","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","45.8","","","","1"
"1994","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","44.9","","","","1"
"1995","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","47.2","","","","1"
"1996","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","46.8","","","","1"
"1997","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","47.0","","","","1"
"1998","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","48.5","","","","1"
"1999","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","49.5","","","","1"
"2000","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","50.8","","","","1"
"2001","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","51.0","","","","1"
"2002","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","53.5","","","","1"
"2003","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","53.5","","","","1"
"2004","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2005","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.3","","","","1"
"2006","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2007","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","55.9","","","","1"
"2008","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","56.6","","","","1"
"2009","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","56.0","","","","1"
"2010","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","55.4","","","","1"
"2011","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","55.0","","","","1"
"2012","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.4","","","","1"
"2013","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2014","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2015","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2016","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.9","","","","1"
"2017","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2018","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.7","","","","1"
"2019","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.2","","","","1"
"2020","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","52.2","","","","1"
"2021","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","53.8","","","","1"
"2022","New Brunswick","2016A000213","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063545148","5.10.3.1","54.1","","","","1"
"1990","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","10.4","","","","1"
"1991","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","12.1","","","","1"
"1992","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","12.7","","","","1"
"1993","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","13.2","","","","1"
"1994","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","12.3","","","","1"
"1995","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","11.5","","","","1"
"1996","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","11.8","","","","1"
"1997","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","11.4","","","","1"
"1998","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","10.3","","","","1"
"1999","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","9.3","","","","1"
"2000","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.5","","","","1"
"2001","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.8","","","","1"
"2002","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.7","","","","1"
"2003","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","9.1","","","","1"
"2004","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.5","","","","1"
"2005","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.2","","","","1"
"2006","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.3","","","","1"
"2007","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.4","","","","1"
"2008","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.4","","","","1"
"2009","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.8","","","","1"
"2010","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.2","","","","1"
"2011","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.0","","","","1"
"2012","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.8","","","","1"
"2013","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.8","","","","1"
"2014","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.8","","","","1"
"2015","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.7","","","","1"
"2016","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","7.2","","","","1"
"2017","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","6.0","","","","1"
"2018","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","5.5","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","5.1","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","8.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","6.1","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545764","6.8.1.1","4.3","","","","1"
"1990","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","10.3","","","","1"
"1991","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","12.6","","","","1"
"1992","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","13.4","","","","1"
"1993","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","13.9","","","","1"
"1994","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","13.1","","","","1"
"1995","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","11.8","","","","1"
"1996","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","12.3","","","","1"
"1997","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","12.0","","","","1"
"1998","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","10.5","","","","1"
