"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063541826","1.8.2.1","6.9","","","","1"
"2018","Canada","2016A000011124","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063541826","1.8.2.1","6.1","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063541826","1.8.2.1","6.1","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063541826","1.8.2.1","9.8","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063541826","1.8.2.1","7.7","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063541826","1.8.2.1","5.4","","","","1"
"1990","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","8.1","","","","1"
"1991","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","9.7","","","","1"
"1992","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","10.2","","","","1"
"1993","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","10.7","","","","1"
"1994","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","9.8","","","","1"
"1995","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","9.1","","","","1"
"1996","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","9.3","","","","1"
"1997","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","8.9","","","","1"
"1998","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","8.0","","","","1"
"1999","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.3","","","","1"
"2000","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.7","","","","1"
"2001","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.9","","","","1"
"2002","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.1","","","","1"
"2003","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.2","","","","1"
"2004","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.9","","","","1"
"2005","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.5","","","","1"
"2006","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.2","","","","1"
"2007","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","5.8","","","","1"
"2008","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","5.8","","","","1"
"2009","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.2","","","","1"
"2010","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.4","","","","1"
"2011","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.2","","","","1"
"2012","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.0","","","","1"
"2013","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.7","","","","1"
"2014","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.5","","","","1"
"2015","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.3","","","","1"
"2016","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","6.3","","","","1"
"2017","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","5.9","","","","1"
"2018","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","5.5","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","5.3","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","9.5","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","7.3","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063541848","1.8.3.1","5.1","","","","1"
"1990","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.1","","","","1"
"1991","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.6","","","","1"
"1992","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.7","","","","1"
"1993","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.3","","","","1"
"1994","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.2","","","","1"
"1995","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","64.8","","","","1"
"1996","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","64.7","","","","1"
"1997","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","64.9","","","","1"
"1998","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.1","","","","1"
"1999","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.5","","","","1"
"2000","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.8","","","","1"
"2001","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.9","","","","1"
"2002","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.9","","","","1"
"2003","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.6","","","","1"
"2004","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.5","","","","1"
"2005","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.1","","","","1"
"2006","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.2","","","","1"
"2007","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.5","","","","1"
"2008","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.6","","","","1"
"2009","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.3","","","","1"
"2010","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","67.1","","","","1"
"2011","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.9","","","","1"
"2012","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.8","","","","1"
"2013","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.8","","","","1"
"2014","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.3","","","","1"
"2015","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.2","","","","1"
"2016","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.9","","","","1"
"2017","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.0","","","","1"
"2018","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.8","","","","1"
"2019","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","66.1","","","","1"
"2020","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","64.3","","","","1"
"2021","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.4","","","","1"
"2022","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541870","1.9.1.1","65.4","","","","1"
"1990","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","76.1","","","","1"
"1991","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","75.0","","","","1"
"1992","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","73.9","","","","1"
"1993","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","73.3","","","","1"
"1994","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","73.1","","","","1"
"1995","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.5","","","","1"
"1996","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.2","","","","1"
"1997","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.2","","","","1"
"1998","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.1","","","","1"
"1999","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.4","","","","1"
"2000","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.3","","","","1"
"2001","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.3","","","","1"
"2002","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","73.0","","","","1"
"2003","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","73.4","","","","1"
"2004","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","73.2","","","","1"
"2005","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.8","","","","1"
"2006","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.7","","","","1"
"2007","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.7","","","","1"
"2008","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.9","","","","1"
"2009","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","72.3","","","","1"
"2010","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","71.9","","","","1"
"2011","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","71.8","","","","1"
"2012","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","71.6","","","","1"
"2013","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","71.5","","","","1"
"2014","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","71.1","","","","1"
"2015","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","71.0","","","","1"
"2016","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","70.6","","","","1"
"2017","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","70.7","","","","1"
"2018","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","70.3","","","","1"
"2019","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","70.5","","","","1"
"2020","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","68.9","","","","1"
"2021","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","69.8","","","","1"
"2022","Canada","2016A000011124","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063541892","1.9.2.1","69.5","","","","1"
"1990","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","58.5","","","","1"
"1991","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","58.4","","","","1"
"1992","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","57.8","","","","1"
"1993","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","57.7","","","","1"
"1994","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","57.5","","","","1"
"1995","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","57.5","","","","1"
"1996","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","57.5","","","","1"
"1997","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","57.8","","","","1"
"1998","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","58.4","","","","1"
"1999","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","58.9","","","","1"
"2000","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","59.4","","","","1"
"2001","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","59.8","","","","1"
"2002","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","60.9","","","","1"
"2003","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.9","","","","1"
"2004","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.0","","","","1"
"2005","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.7","","","","1"
"2006","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.9","","","","1"
"2007","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.4","","","","1"
"2008","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.5","","","","1"
"2009","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.4","","","","1"
"2010","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.4","","","","1"
"2011","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.2","","","","1"
"2012","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.2","","","","1"
"2013","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","62.3","","","","1"
"2014","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.7","","","","1"
"2015","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.5","","","","1"
"2016","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.4","","","","1"
"2017","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.5","","","","1"
"2018","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.4","","","","1"
"2019","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.7","","","","1"
"2020","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","59.8","","","","1"
"2021","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.1","","","","1"
"2022","Canada","2016A000011124","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063541914","1.9.3.1","61.5","","","","1"
"1990","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.7","","","","1"
"1991","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","59.7","","","","1"
"1992","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","58.3","","","","1"
"1993","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","57.9","","","","1"
"1994","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","58.4","","","","1"
"1995","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","58.7","","","","1"
"1996","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","58.5","","","","1"
"1997","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","59.0","","","","1"
"1998","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","59.7","","","","1"
"1999","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","60.6","","","","1"
"2000","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.3","","","","1"
"2001","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.1","","","","1"
"2002","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.7","","","","1"
"2003","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.4","","","","1"
"2004","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.6","","","","1"
"2005","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.6","","","","1"
"2006","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.8","","","","1"
"2007","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","63.3","","","","1"
"2008","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","63.3","","","","1"
"2009","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.6","","","","1"
"2010","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.6","","","","1"
"2011","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.8","","","","1"
"2012","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.9","","","","1"
"2013","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.0","","","","1"
"2014","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.7","","","","1"
"2015","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.6","","","","1"
"2016","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.3","","","","1"
"2017","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","61.8","","","","1"
"2018","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.0","","","","1"
"2019","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.3","","","","1"
"2020","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","58.1","","","","1"
"2021","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","60.5","","","","1"
"2022","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063541936","1.10.1.1","62.0","","","","1"
"1990","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","69.9","","","","1"
"1991","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.9","","","","1"
"1992","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.0","","","","1"
"1993","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","64.6","","","","1"
"1994","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.1","","","","1"
"1995","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.4","","","","1"
"1996","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.0","","","","1"
"1997","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.5","","","","1"
"1998","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.0","","","","1"
"1999","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.7","","","","1"
"2000","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","67.3","","","","1"
"2001","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.8","","","","1"
"2002","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","67.1","","","","1"
"2003","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","67.6","","","","1"
"2004","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","67.7","","","","1"
"2005","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","67.7","","","","1"
"2006","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","67.8","","","","1"
"2007","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","68.0","","","","1"
"2008","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","68.0","","","","1"
"2009","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.3","","","","1"
"2010","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.5","","","","1"
"2011","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.0","","","","1"
"2012","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.0","","","","1"
"2013","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.1","","","","1"
"2014","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.7","","","","1"
"2015","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.7","","","","1"
"2016","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.2","","","","1"
"2017","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.8","","","","1"
"2018","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.0","","","","1"
"2019","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","66.2","","","","1"
"2020","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","62.2","","","","1"
"2021","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","64.5","","","","1"
"2022","Canada","2016A000011124","Employment rate","Males","15 years and over","Percentage","242","units","0","v1063541958","1.10.2.1","65.7","","","","1"
"1990","Canada","2016A000011124","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063541980","1.10.3.1","53.8","","","","1"
"1991","Canada","2016A000011124","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063541980","1.10.3.1","52.8","","","","1"
"1992","Canada","2016A000011124","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063541980","1.10.3.1","51.9","","","","1"
"1993","Canada","2016A000011124","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063541980","1.10.3.1","51.5","","","","1"
"1994","Canada","2016A000011124","Employment rate","Females","15 years and over","Percentage","242","units","0","v1063541980","1.10.3.1","51.9","","","","1"
